ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Age_Category,Work_Experience_Category,Family_Size_Category,Cluster,Cluster_After_FeatureSelection,temp_label,Cluster_After_PCA
-0.2582495713283385,Male,No,-1.28462343882969,No,Healthcare,-0.5087633307801162,Low,0.7670012231185833,Cat_4,Young,Low,Medium,1,1,0,2
-0.3222133106360962,Female,Yes,-0.3271508185366849,Yes,Engineer,7.045540265345566e-17,Average,0.09997238164579825,Cat_4,Adult,Moderate,Medium,0,0,0,2
1.0926954287499666,Female,Yes,1.408268305744387,Yes,Engineer,-0.5087633307801162,Low,-1.234085301299772,Cat_6,Mature,Low,Small,2,2,1,0
-0.6720872581749157,Male,Yes,1.408268305744387,Yes,Lawyer,-0.8186705801504679,High,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
-0.312194893636086,Female,Yes,-0.2074667410000592,Yes,Entertainment,7.045540265345566e-17,High,2.1010589060641536,Cat_6,Adult,Moderate,Very Large,1,1,0,2
-0.8323819301750797,Male,Yes,0.7500058792929458,No,Artist,-0.8186705801504679,Average,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
-1.2805134290601534,Male,No,-0.6862030511465619,Yes,Healthcare,-0.5087633307801162,Low,0.09997238164579825,Cat_6,Young,Low,Medium,0,0,0,2
0.33437832659534467,Female,No,-0.626361012378249,Yes,Healthcare,-0.5087633307801162,Low,0.09997238164579825,Cat_6,Young,Low,Medium,0,0,0,2
0.5917745787494542,Female,Yes,1.0492160731345102,Yes,Engineer,-0.8186705801504679,Low,0.09997238164579825,Cat_7,Mature,Low,Medium,2,2,1,0
0.6538116994033638,Female,Yes,0.6901638405246331,Yes,Artist,-0.5087633307801162,Average,0.7670012231185833,Cat_6,Mature,Low,Medium,0,0,0,2
0.21646926497983945,Female,No,-1.0452552837564386,Yes,Engineer,-0.5087633307801162,Low,0.09997238164579825,Cat_6,Young,Low,Medium,1,1,0,2
0.5636459464032715,Male,No,-1.4641495551346284,No,Healthcare,0.42095841733093925,Low,0.7670012231185833,Cat_4,Young,Moderate,Medium,1,1,0,2
-0.8666757422135762,Female,No,-1.4641495551346284,No,Executive,-0.8186705801504679,Low,1.98155819962844e-17,Cat_3,Young,Low,Medium,1,1,0,2
-1.5051571640988448,Male,Yes,1.5877944220493254,No,Lawyer,7.045540265345566e-17,Low,-1.234085301299772,Cat_6,Senior,Moderate,Small,2,2,1,0
-1.0134840836368033,Female,Yes,0.8696899568295715,No,Doctor,-0.8186705801504679,Low,-1.234085301299772,Cat_3,Mature,Low,Small,2,2,1,0
-1.1236866706369162,Female,No,-0.1476247022317464,No,Healthcare,-0.5087633307801162,Low,-0.5670564598269868,Cat_1,Adult,Low,Small,0,0,1,0
1.3046234806732604,Female,No,-0.6862030511465619,No,Homemaker,1.9704946641826981,Low,1.4340300645913684,Cat_3,Young,Very High,Large,1,1,2,1
-0.7071517176749516,Male,No,-0.7460450899148747,No,Healthcare,-0.5087633307801162,Low,2.1010589060641536,Cat_6,Young,Low,Very Large,1,1,0,2
1.2687883737116852,Male,Yes,0.8696899568295715,Yes,Entertainment,-0.5087633307801162,Average,0.7670012231185833,Cat_6,Mature,Low,Medium,0,0,0,2
0.3128001976722457,Female,Yes,2.126372770964141,Yes,Artist,-0.8186705801504679,High,-1.234085301299772,Cat_6,Senior,Low,Small,2,2,1,0
-1.4658541435603432,Female,No,-1.5239915939029411,No,Healthcare,0.11105116796058748,Low,0.7670012231185833,Cat_6,Young,Moderate,Medium,1,1,0,2
-1.6612132750605428,Female,No,-0.4468348960733105,Yes,Artist,0.7308656667012912,Low,-0.5670564598269868,Cat_6,Adult,High,Small,0,0,2,1
-0.9472084019444279,Female,Yes,0.8696899568295715,No,Executive,-0.5087633307801162,Average,0.09997238164579825,Cat_3,Mature,Low,Medium,0,0,1,0
0.6179765924417887,Male,Yes,0.7500058792929458,No,Artist,-0.5087633307801162,Average,0.09997238164579825,Cat_6,Mature,Low,Medium,0,0,1,0
-1.4496705468680189,Male,Yes,0.3311116079147562,Yes,Artist,-0.5087633307801162,Average,0.09997238164579825,Cat_6,Adult,Low,Medium,0,0,1,0
0.925850253326719,Male,No,-0.5066769348416233,Yes,Artist,-0.8186705801504679,Low,-1.234085301299772,Cat_6,Young,Low,Small,0,0,1,0
-0.5715177644440436,Female,No,-0.5066769348416233,No,Artist,0.7308656667012912,Low,0.7670012231185833,Cat_6,Young,High,Medium,1,1,2,2
-0.05711058386659425,Female,Yes,0.09174345284150487,Yes,Artist,-0.8186705801504679,Low,0.09997238164579825,Cat_6,Adult,Low,Medium,0,0,0,2
-0.4867465436747261,Female,Yes,-0.08778266346343361,No,Doctor,-0.5087633307801162,Low,-0.5670564598269868,Cat_4,Adult,Low,Small,0,0,1,0
-0.39503949575155534,Male,No,-1.4641495551346284,No,Healthcare,-0.5087633307801162,Low,0.09997238164579825,Cat_2,Young,Low,Medium,1,1,0,2
1.360495421634856,Male,No,-1.0452552837564386,No,Homemaker,1.9704946641826981,Low,1.98155819962844e-17,Cat_6,Young,Very High,Medium,1,1,2,1
-1.3941839296371927,Female,Yes,2.3657409260373923,No,Lawyer,-0.5087633307801162,High,-0.5670564598269868,Cat_6,Senior,Low,Small,2,2,1,0
1.7099840454429058,Female,No,-0.985413244988126,Yes,Healthcare,0.11105116796058748,Low,0.7670012231185833,Cat_1,Young,Moderate,Medium,1,1,0,2
0.8063998967881353,Male,No,-0.6862030511465619,No,Doctor,0.7308656667012912,Low,-1.234085301299772,Cat_4,Young,High,Small,0,0,2,1
-1.1121269587138274,Female,Yes,-0.9255712062198131,No,Healthcare,-0.5087633307801162,Average,1.4340300645913684,Cat_3,Young,Low,Large,1,1,0,2
0.9293181669036457,Female,Yes,-0.9255712062198131,Yes,Artist,1.6605874148123465,Low,-0.5670564598269868,Cat_6,Young,Very High,Small,1,1,2,1
1.526955273327334,Male,Yes,0.7500058792929458,Yes,Artist,7.045540265345566e-17,Average,-0.5670564598269868,Cat_6,Mature,Moderate,Small,2,2,1,0
-0.5530222253671015,Female,No,0.2114275303781305,Yes,Artist,0.42095841733093925,Low,-1.234085301299772,Cat_6,Adult,Moderate,Small,2,2,1,0
0.8503268020958725,Female,No,-1.28462343882969,No,Healthcare,-0.8186705801504679,Low,-0.5670564598269868,Cat_6,Young,Low,Small,0,0,0,2
0.9736303959421525,Female,Yes,0.3311116079147562,Yes,Artist,-0.5087633307801162,Low,-0.5670564598269868,Cat_6,Adult,Low,Small,0,0,1,0
1.0298876606345178,Male,Yes,-0.2074667410000592,No,Engineer,1.6605874148123465,Low,-1.234085301299772,Cat_6,Adult,Very High,Small,0,0,2,1
-0.12454223675127861,Female,Yes,2.126372770964141,No,Lawyer,7.045540265345566e-17,High,-0.5670564598269868,Cat_6,Senior,Moderate,Small,2,2,1,0
0.8668957225189664,Male,Yes,-0.1476247022317464,Yes,Artist,-0.8186705801504679,Average,0.7670012231185833,Cat_4,Adult,Low,Medium,0,0,0,2
-0.4220121569054291,Female,No,-0.8657291674515003,Yes,Healthcare,7.045540265345566e-17,Low,-1.234085301299772,Cat_7,Young,Moderate,Small,0,0,1,1
-0.3996633805207908,Male,No,-1.4641495551346284,No,Healthcare,-0.8186705801504679,Low,0.7670012231185833,Cat_6,Young,Low,Medium,1,1,0,2
0.2742678245952832,Female,No,0.09174345284150487,Yes,Engineer,-0.5087633307801162,Low,-1.234085301299772,Cat_6,Adult,Low,Small,2,2,1,0
-0.5399212185209343,Female,Yes,1.0492160731345102,No,Artist,-0.5087633307801162,Average,-0.5670564598269868,Cat_2,Mature,Low,Small,2,2,1,0
1.6930298012890423,Female,Yes,-0.4468348960733105,Yes,Artist,-0.5087633307801162,Average,-0.5670564598269868,Cat_6,Adult,Low,Small,0,0,0,0
-0.8512627929827913,Male,Yes,-0.2074667410000592,Yes,Artist,-0.5087633307801162,Low,-1.234085301299772,Cat_3,Adult,Low,Small,2,2,1,0
-0.2000656879821251,Female,Yes,0.8098479180612587,Yes,Entertainment,-0.8186705801504679,Average,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
0.5709670972878944,Male,Yes,1.9468466546592025,No,Marketing,-0.5087633307801162,Low,-1.234085301299772,Cat_4,Senior,Low,Small,2,2,1,0
0.8823086717497514,Male,No,-1.1050973225247516,Yes,Healthcare,1.9704946641826981,Low,0.7670012231185833,Cat_6,Young,Very High,Medium,1,1,2,1
-0.4670950334054752,Male,No,-0.6862030511465619,Yes,Doctor,1.6605874148123465,Low,-0.5670564598269868,Cat_6,Young,Very High,Small,1,1,2,1
0.6896468063649389,Female,Yes,0.09174345284150487,Yes,Artist,-0.5087633307801162,Average,0.09997238164579825,Cat_3,Adult,Low,Medium,0,0,0,2
-1.0011537242521753,Male,Yes,1.707478499585951,Yes,Lawyer,-0.5087633307801162,Low,1.98155819962844e-17,Cat_4,Senior,Low,Medium,2,2,1,0
-0.6119767561748541,Male,Yes,0.27126956914644335,Yes,Artist,-0.8186705801504679,Average,-0.5670564598269868,Cat_6,Adult,Low,Small,2,2,1,0
1.331596141827134,Male,Yes,0.6901638405246331,Yes,Artist,1.9704946641826981,Average,-0.5670564598269868,Cat_1,Mature,Very High,Small,0,0,2,1
0.2357354515183207,Male,Yes,1.8271625771225768,Yes,Lawyer,-0.8186705801504679,High,0.09997238164579825,Cat_6,Senior,Low,Medium,2,2,1,0
0.4068191879800342,Male,Yes,0.7500058792929458,Yes,Lawyer,-0.5087633307801162,High,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
-0.1430377758282206,Male,Yes,0.9295319955978844,Yes,Lawyer,1.3506801654419947,High,-0.5670564598269868,Cat_6,Mature,High,Small,0,0,2,1
-0.8181249521366035,Male,No,-1.1050973225247516,Yes,Entertainment,-0.8186705801504679,Low,-0.5670564598269868,Cat_6,Young,Low,Small,0,0,0,2
0.42030551855697107,Male,Yes,-0.7460450899148747,Yes,Doctor,-0.8186705801504679,Average,-0.5670564598269868,Cat_6,Young,Low,Small,0,0,0,2
0.4241587558646673,Male,No,-0.985413244988126,No,Artist,1.6605874148123465,Low,0.7670012231185833,Cat_6,Young,Very High,Medium,1,1,2,1
0.6757751520572324,Male,Yes,0.8098479180612587,Yes,Artist,-0.8186705801504679,Average,0.7670012231185833,Cat_6,Mature,Low,Medium,0,0,0,2
1.4367895203272416,Female,Yes,-0.26730877976837203,Yes,Homemaker,7.045540265345566e-17,High,-0.5670564598269868,Cat_6,Adult,Moderate,Small,0,0,0,0
-1.3583488226756177,Male,Yes,-0.985413244988126,Yes,Healthcare,1.6605874148123465,Low,-0.5670564598269868,Cat_6,Young,Very High,Small,1,1,2,1
-1.256238034021667,Female,Yes,0.45079568545138177,Yes,Entertainment,1.6605874148123465,Average,-0.5670564598269868,Cat_6,Adult,Very High,Small,0,0,2,1
-1.002695019175254,Female,Yes,0.2114275303781305,No,Artist,-0.8186705801504679,Average,1.4340300645913684,Cat_6,Adult,Low,Large,0,0,0,2
-1.2670270984832166,Female,No,-0.626361012378249,No,Healthcare,1.6605874148123465,Low,0.7670012231185833,Cat_6,Young,Very High,Medium,1,1,2,1
0.1012574694797216,Male,Yes,0.7500058792929458,Yes,Artist,-0.8186705801504679,Average,0.7670012231185833,Cat_6,Mature,Low,Medium,0,0,0,2
0.08160595921047073,Female,No,-0.626361012378249,No,Homemaker,-0.8186705801504679,Low,0.09997238164579825,Cat_6,Young,Low,Medium,0,0,0,2
-0.08832180605893387,Female,No,-0.4468348960733105,Yes,Doctor,-0.8186705801504679,Low,-0.5670564598269868,Cat_6,Adult,Low,Small,0,0,0,0
0.18217545294134285,Male,Yes,0.45079568545138177,No,Artist,0.42095841733093925,Low,0.09997238164579825,Cat_4,Adult,Moderate,Medium,0,0,1,0
-0.7402895585211393,Male,Yes,0.09174345284150487,Yes,Engineer,-0.1988560814097643,Average,-0.5670564598269868,Cat_6,Adult,Low,Small,0,0,1,0
1.189797008903912,Female,No,0.3311116079147562,Yes,Artist,-0.5087633307801162,Low,-1.234085301299772,Cat_6,Adult,Low,Small,2,2,1,0
0.7320324167495976,Male,No,-0.8058871286831875,No,Healthcare,-0.8186705801504679,Low,0.7670012231185833,Cat_6,Young,Low,Medium,1,1,0,2
0.1290007780951346,Female,No,-1.0452552837564386,No,Healthcare,1.0407729160716428,Low,0.09997238164579825,Cat_5,Young,High,Medium,1,1,2,1
1.3327521130194429,Male,Yes,1.1689001506711358,Yes,Artist,1.6605874148123465,Low,-1.234085301299772,Cat_6,Mature,Very High,Small,2,2,2,1
-1.0820717077137967,Male,Yes,-0.5066769348416233,No,Entertainment,1.6605874148123465,Average,0.7670012231185833,Cat_3,Young,Very High,Medium,1,1,2,1
-0.49137042844396156,Female,No,-1.4641495551346284,No,Marketing,-0.5087633307801162,Low,0.09997238164579825,Cat_4,Young,Low,Medium,1,1,0,2
-0.6967479769441717,Male,No,-0.6862030511465619,No,Healthcare,1.3506801654419947,Low,1.4340300645913684,Cat_6,Young,High,Large,1,1,2,1
-1.5779833492143038,Male,Yes,0.5106377242196946,Yes,Artist,-0.8186705801504679,Average,0.09997238164579825,Cat_6,Adult,Low,Medium,0,0,1,0
-1.3772296854833292,Female,Yes,-0.4468348960733105,Yes,Artist,0.7308656667012912,Low,-0.5670564598269868,Cat_6,Adult,High,Small,0,0,2,1
0.48349861040318953,Female,No,-0.08778266346343361,No,Entertainment,1.3506801654419947,Low,0.09997238164579825,Cat_4,Adult,High,Medium,0,0,2,1
0.24883645836448795,Male,Yes,-0.2074667410000592,No,Doctor,-0.8186705801504679,Average,-0.5670564598269868,Cat_3,Adult,Low,Small,0,0,1,0
1.5238726834811769,Male,No,-0.26730877976837203,Yes,Entertainment,-0.8186705801504679,Low,0.09997238164579825,Cat_1,Adult,Low,Medium,0,0,0,2
-0.9722544444444535,Female,Yes,0.2114275303781305,Yes,Artist,-0.5087633307801162,Average,0.7670012231185833,Cat_3,Adult,Low,Medium,0,0,0,2
0.6549676705956726,Female,Yes,1.0492160731345102,Yes,Artist,-0.5087633307801162,High,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
-0.05441331775120688,Male,Yes,-0.6862030511465619,No,Entertainment,-0.5087633307801162,Low,-0.5670564598269868,Cat_3,Young,Low,Small,0,0,0,2
1.3820735505579549,Male,Yes,0.6901638405246331,No,Artist,-0.8186705801504679,Low,-1.234085301299772,Cat_6,Mature,Low,Small,2,2,1,0
0.14094581374899298,Male,Yes,0.8696899568295715,Yes,Artist,7.045540265345566e-17,Average,-1.234085301299772,Cat_6,Mature,Moderate,Small,2,2,1,0
-1.349871700598686,Female,No,-0.3271508185366849,Yes,Artist,-0.8186705801504679,Low,-1.234085301299772,Cat_6,Adult,Low,Small,2,2,1,0
-0.8266020742135353,Male,Yes,1.1689001506711358,Yes,Artist,-0.8186705801504679,High,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
0.6276096857110293,Male,Yes,0.8696899568295715,Yes,Doctor,-0.5087633307801162,Average,-0.5670564598269868,Cat_6,Mature,Low,Small,2,2,1,0
-0.3387822310591901,Male,Yes,-0.8058871286831875,No,Engineer,0.11105116796058748,Average,0.09997238164579825,Cat_4,Young,Moderate,Medium,1,1,0,2
0.25615760924911085,Male,Yes,0.9893740343661971,Yes,Artist,-0.8186705801504679,Average,0.7670012231185833,Cat_6,Mature,Low,Medium,0,0,1,0
1.322348372288663,Male,Yes,1.4681103445127,No,Executive,-0.5087633307801162,High,2.7680877475369385,Cat_6,Mature,Low,Very Large,0,0,0,2
-0.25940554252064735,Male,Yes,0.5106377242196946,No,Artist,-0.8186705801504679,Low,0.09997238164579825,Cat_4,Adult,Low,Medium,0,0,1,0
-0.02050482944347988,Male,Yes,-0.3271508185366849,No,Executive,-0.8186705801504679,High,1.4340300645913684,Cat_6,Adult,Low,Large,1,1,0,2
0.22571703451831046,Female,Yes,-0.5066769348416233,Yes,Healthcare,2.28040191355305,Low,-0.5670564598269868,Cat_6,Young,Very High,Small,1,1,2,1
-0.19274453709750222,Male,No,-1.5239915939029411,No,Doctor,-0.5087633307801162,Low,-0.5670564598269868,Cat_6,Young,Low,Small,0,0,0,2
-0.24861647805909784,Male,Yes,-0.8058871286831875,Yes,Homemaker,0.11105116796058748,Low,-0.5670564598269868,Cat_1,Young,Moderate,Small,0,0,0,1
-1.0462366007522215,Male,No,2.545267042342331,No,Lawyer,-0.5087633307801162,Low,-1.234085301299772,Cat_6,Senior,Low,Small,2,2,1,0
1.15087931209618,Female,Yes,-1.4641495551346284,No,Healthcare,1.0407729160716428,Low,1.4340300645913684,Cat_3,Young,High,Large,1,1,0,2
-1.2693390408678342,Male,No,-1.1050973225247516,No,Healthcare,1.9704946641826981,Low,0.09997238164579825,Cat_6,Young,Very High,Medium,1,1,2,1
-1.4373401874833909,Male,Yes,0.9295319955978844,Yes,Entertainment,7.045540265345566e-17,Low,0.7670012231185833,Cat_4,Mature,Moderate,Medium,0,0,1,0
0.35711242671075255,Female,No,-0.26730877976837203,Yes,Artist,-0.8186705801504679,Low,-1.234085301299772,Cat_6,Adult,Low,Small,2,2,1,0
1.6487175722505354,Female,Yes,0.390953646683069,Yes,Doctor,-0.5087633307801162,Low,1.98155819962844e-17,Cat_6,Adult,Low,Medium,0,0,0,0
-0.5472423694055571,Male,No,0.2114275303781305,Yes,Artist,-0.5087633307801162,Low,-1.234085301299772,Cat_6,Adult,Low,Small,2,2,1,0
1.7053601606736704,Male,Yes,-0.027940624695120767,Yes,Executive,-0.8186705801504679,High,0.09997238164579825,Cat_6,Adult,Low,Medium,0,0,0,2
-0.8870978999443664,Male,Yes,-0.4468348960733105,No,Executive,1.6605874148123465,Average,0.7670012231185833,Cat_1,Adult,Very High,Medium,1,1,2,1
-1.0458512770214519,Male,Yes,2.1862148097324536,No,Lawyer,-0.5087633307801162,Low,-1.234085301299772,Cat_6,Senior,Low,Small,2,2,1,0
0.734729682864985,Male,No,-0.4468348960733105,Yes,Artist,-0.8186705801504679,Low,-0.5670564598269868,Cat_2,Adult,Low,Small,0,0,0,0
